0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1000000  20
1 392688 239405 144729 87686 53505 32197 19625 11869 7187 4405 2670 1558 963 611 362 206 130 82 43 79 2.54214
2 631492 233152 85614 31494 11390 4281 1584 646 218 80 33 12 2 2 0 0 0 0 0 0 1.58283
3 776229 173977 38862 8623 1755 413 108 25 4 2 2 0 0 0 0 0 0 0 0 0 1.28755
4.00001 864634 117247 15632 2166 274 43 3 1 0 0 0 0 0 0 0 0 0 0 0 0 1.15634
5.00003 918003 75465 5992 497 38 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.08912
6 950469 47162 2248 115 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.05203
7.00023 969935 29200 838 26 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.03096
8.00002 981544 18128 322 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.01879
9.00009 988920 10958 121 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0112
10.0003 993272 6682 46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.00677
11.0002 995915 4067 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0041
12.0009 997552 2445 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.00245
13.0006 998504 1494 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0015
14.0017 999104 895 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0009
15.0033 999449 551 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.00055
16.0061 999670 330 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.00033
17.0022 999785 215 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.00022
18.0029 999877 123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.00012
19.0336 999934 66 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.00007
20.0083 999973 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.00003
21.6753 999987 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.00001
22.3119 999993 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.00001
23.3559 999996 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
25.1643 999998 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
25.3858 999999 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
26.021 1000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
